Pos.,No.,Class,Pro,Rank,Name,Laps,Gap,Last,Fastest,Pit,Vehicle,collection_time
68,982,Cup 3,AM,8,Duffner,33,6:50.250,11:50.968,9:22.333,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
69,945,Cup 3,AM,9,Okumura,33,8:01.516,12:19.504,9:41.427,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
70,13,Cup 2,AM,10,Ecke,33,9:41.117,14:38.366,9:17.807,4,Porsche 911 GT3 Cup (992),2026-05-17 00:37:37.997715
71,95,Cup 2,PRO,11,Rettenbacher,33,9:51.217,10:20.139,8:38.526,7,Porsche 911 GT3 Cup (992),2026-05-17 00:37:37.997715
72,999,Cup 3,PRO,10,Riemer,32,----LAP 32,11:22.012,9:07.084,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
73,164,SP 10,PROAM,9,Brodmerkel,32,40.266,15:37.230,8:59.910,5,Porsche 718 Cayman GT4 RS CS,2026-05-17 00:37:37.997715
74,175,SP 10,AM,10,Vazquez,32,2:46.048,14:27.292,9:09.674,5,Mercedes-AMG GT4,2026-05-17 00:37:37.997715
75,967,Cup 3,PRO,11,Rich,32,3:53.021,12:27.187,9:23.859,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
76,169,SP 10,AM,11,Sander,32,5:40.996,11:22.768,9:17.197,4,Aston Martin Vantage AMR GT4,2026-05-17 00:37:37.997715
77,969,Cup 3,AM,12,Stewart,32,7:31.693,14:42.301,9:27.071,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
78,317,SP 3T,,1,Haugg,32,7:33.336,11:33.965,9:34.061,5,Audi TTs,2026-05-17 00:37:37.997715
79,37,SP 9,AM,33,Wahl,32,8:18.130,10:58.050,8:37.093,6,Aston Martin Vantage AMR GT3,2026-05-17 00:37:37.997715
80,978,Cup 3,AM,13,Lamsouguer,32,8:40.845,11:59.053,9:33.831,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
81,50,SP 4T,,2,Hammel,32,,12:43.149,8:57.956,5,VW Golf GTI Clubsport 24h,2026-05-17 00:37:37.997715
82,977,Cup 3,AM,14,Zimmermann,32,11:12.515,11:51.011,9:48.521,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
83,898,BMW,,1,Dacher,31,----LAP 31,13:51.961,9:44.883,4,BMW M2 Racing (G87)*,2026-05-17 00:37:37.997715
84,396,V6,,1,Büllesbach,31,16.088,13:56.021,9:38.681,5,Porsche Cayman S*,2026-05-17 00:37:37.997715
85,519,VT2 Hecka,,1,Tack,31,35.795,13:57.228,9:48.700,4,Toyota Supra*,2026-05-17 00:37:37.997715
86,878,BMW,,2,Schlichenmeier,31,2:17.933,13:19.396,9:51.694,5,BMW M2 Racing (G87)*,2026-05-17 00:37:37.997715
87,480,VT2 Front,,1,Dupré,31,2:27.677,14:09.687,9:49.819,5,Audi S3-Lim*,2026-05-17 00:37:37.997715
88,500,VT2 Hecka,,2,Zils,31,2:37.277,14:13.527,9:49.234,4,BMW 330i*,2026-05-17 00:37:37.997715
89,669,BMW M240i,,1,Petrolo,31,3:15.512,11:36.917,9:43.196,4,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
90,577,TCR,,2,Rosam,31,3:20.334,14:29.589,9:25.597,4,Cupra Leon Competición TCR,2026-05-17 00:37:37.997715
91,658,BMW M240i,,2,Sari,31,4:46.701,14:18.871,9:58.764,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
92,652,BMW M240i,,3,Opran,31,5:46.943,11:26.506,9:37.792,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
93,321,SP 3T,,2,Mache,31,5:49.036,11:04.483,9:20.461,7,VW GOLF 7 GTI TCR DSG,2026-05-17 00:37:37.997715
94,170,SP 10,,12,Koyama,31,6:26.045,12:04.323,9:00.540,5,Toyota GR Supra GT4 EVO2,2026-05-17 00:37:37.997715
95,448,V6,,2,Müller,31,6:42.488,11:29.673,9:38.614,6,Porsche Cayman S*,2026-05-17 00:37:37.997715
96,665,BMW M240i,,4,Reinhard,31,7:05.852,11:37.264,9:41.802,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
97,653,BMW M240i,,5,Fitzgerald,31,7:11.938,11:53.340,9:45.564,6,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
98,941,Cup 3,PRO,15,van der Snel,31,,10:29.524,9:05.659,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
99,471,VT2 Front,,2,Eichhorn,30,----LAP 30,15:27.227,9:59.750,5,Cupra Leon KL*,2026-05-17 00:37:37.997715
100,474,VT2 Front,,3,Hrubesch,30,58.548,12:31.480,10:15.189,5,VW Golf GTI *,2026-05-17 00:37:37.997715
101,444,V5,,1,Korn,30,1:10.053,11:29.534,9:54.131,5,Porsche Cayman CM12*,2026-05-17 00:37:37.997715
102,40,SP 9,AM,34,Posavac,30,1:51.295,18:34.705,8:53.859,4,BMW E89 Z4 (EVO 2013),2026-05-17 00:37:37.997715
103,89,TCR,,3,Groneck,30,2:44.765,11:46.191,9:55.499,5,VW GOLF 7 GTI TCR DSG,2026-05-17 00:37:37.997715
104,454,V5,,2,Hansen,30,2:51.041,12:44.455,10:10.380,4,Porsche Cayman CM12*,2026-05-17 00:37:37.997715
105,524,VT2 Hecka,,3,Ooms,30,3:11.869,14:39.846,9:48.602,4,Toyota Supra*,2026-05-17 00:37:37.997715
106,670,BMW M240i,,6,Paviot,30,3:24.566,15:10.843,9:58.466,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
107,870,BMW,,3,Kreutzpointner,30,3:50.919,12:48.925,9:46.793,5,BMW M2 Racing (G87)*,2026-05-17 00:37:37.997715
108,520,VT2 Hecka,,4,Horino,30,6:30.561,15:21.149,9:56.492,4,Toyota Supra*,2026-05-17 00:37:37.997715
109,667,BMW M240i,,7,Fontes,30,8:27.985,15:43.246,9:49.349,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
110,503,VT2 Hecka,,5,Ehrhardt,30,9:21.441,12:26.495,10:07.362,5,Toyota Supra*,2026-05-17 00:37:37.997715
111,420,SP 7,,2,Schöni,30,10:43.247,12:10.508,9:15.838,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
112,472,VT2 Front,,4,Füting,30,8:50.097,13:46.616,10:15.934,5,Cupra Leon KL*,2026-05-17 00:37:37.997715
113,651,BMW M240i,,8,Silva,29,----LAP 29,14:13.951,9:38.161,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
114,100,BMW 325i,,1,Gruber,29,29.161,13:30.483,10:21.172,3,BMW 325i*,2026-05-17 00:37:37.997715
115,821,SP 3T,,3,Epp,29,4:45.446,11:26.989,9:40.639,6,Audi RS3 LMS DSG*,2026-05-17 00:37:37.997715
116,650,BMW M240i,,9,Fübrich,29,5:53.753,13:41.324,9:29.559,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
117,418,V6,,3,Lamadrid,29,7:07.353,13:13.372,10:12.681,6,Porsche Cayman S*,2026-05-17 00:37:37.997715
118,514,VT2 Hecka,,6,De Groot,29,8:12.480,14:01.960,9:47.916,4,BMW 330i*,2026-05-17 00:37:37.997715
119,415,V6,,4,Rings,29,,11:17.984,9:39.386,5,Porsche 911 Carrera*,2026-05-17 00:37:37.997715
120,320,AT2,,2,López Cesaratto,28,----LAP 28,11:28.727,8:57.689,5,Porsche 911 GT3 Cup (992.1),2026-05-17 00:37:37.997715
121,979,Cup 3,PRO,16,Surzyshyn,28,16.982,15:22.144,9:18.187,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
122,959,Cup 3,PRO,17,Haughton,28,1:58.013,12:37.460,9:01.126,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
123,101,BMW 325i,,2,Schwolow,28,2:54.860,16:18.352,10:43.196,4,BMW 325i (e90)*,2026-05-17 00:37:37.997715
124,505,VT2 Hecka,,7,Van Vooren,28,3:48.982,12:35.313,10:43.608,4,BMW 330i*,2026-05-17 00:37:37.997715
125,112,BMW 325i,,3,Küpper,28,7:46.577,15:25.422,10:33.637,5,BMW 325i (e90)*,2026-05-17 00:37:37.997715
126,455,V5,,3,Trinius,28,,22:54.838,10:35.030,5,Porsche Cayman CM12*,2026-05-17 00:37:37.997715
127,303,SP 4T,,3,Shin,28,6:48.392,13:21.674,9:29.769,4,Hyundai Motor Company ELANTRAN1 RP,2026-05-17 00:37:37.997715
128,830,TCR,,4,Basseng,27,----LAP 27,10:39.103,8:54.740,4,Hyundai Motor Company ELANTRA N TCR,2026-05-17 00:37:37.997715
129,445,V5,,4,Welker,27,21.872,13:12.587,10:41.778,5,Porsche Cayman CM12*,2026-05-17 00:37:37.997715
130,440,V5,,5,Ebener,27,2:03.693,11:57.419,10:09.194,5,Porsche Cayman CM12*,2026-05-17 00:37:37.997715
131,477,VT2 Front,,5,Mennecke,27,2:32.773,13:18.035,10:56.392,5,VW Scirocco R TSI*,2026-05-17 00:37:37.997715
132,380,SP 2T,,1,Schäffer,27,3:45.168,19:09.641,10:43.078,4,Opel Corsa GS Line 130*,2026-05-17 00:37:37.997715
133,152,SP 4,,1,Koger,27,4:03.662,20:12.305,11:21.667,4,BMW 325CI*,2026-05-17 00:37:37.997715
134,109,SP 2T,,2,Oshima,27,,18:49.537,9:33.699,6,Toyota GR Yaris,2026-05-17 00:37:37.997715
135,10,SP 3T,,4,Lenz,27,7:15.347,11:26.459,9:32.312,6,VW Golf GTI Clubsport 24h,2026-05-17 00:37:37.997715
136,300,SP 3T,,5,Geilfus,26,----LAP 26,18:06.125,10:22.613,6,Dacia Logan,2026-05-17 00:37:37.997715
137,82,SP 7,,3,Schröder,26,3:01.171,11:28.128,9:42.820,6,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:37:37.997715
138,59,SP 8T,,1,Weishar,26,4:17.848,14:35.374,8:57.891,4,McLaren Artura Trophy Evo,2026-05-17 00:37:37.997715
139,786,SP 9,AM,35,Nana,26,,15:57.033,8:28.245,6,Lamborghini Huracan GT3 EVO2,2026-05-17 00:37:37.997715
140,302,SP 4T,,4,Azcona,25,----LAP 25,13:07.400,9:21.541,3,Hyundai Motor Company ELANTRAN1 RP,2026-05-17 00:37:37.997715
141,911,SP 9,PRO,36,Estre,24,----LAP 24,12:05.638,8:13.671,3,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:37:37.997715
142,64,SP 9,PRO,37,Maini,24,1:16.175,9:15.199,8:14.825,3,Ford Mustang GT3 EVO (2026),2026-05-17 00:37:37.997715
143,677,BMW M240i,,10,Tauber,24,1:57:46.141,14:42.815,10:17.190,5,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
144,800,SP 3T,,6,Oepen,23,----LAP 23,15:44.814,9:44.296,7,VW GOLF 7 GTI TCR DSG,2026-05-17 00:37:37.997715
145,76,SP 4T,,5,Hochwind,21,----LAP 21,1:26:49.596,9:03.336,5,VW Golf GTI Clubsport 24h,2026-05-17 00:37:37.997715
146,569,VT2 Hecka,,8,Van‘t veer,20,----LAP 20,14:14.953,10:14.652,5,BMW 328i*,2026-05-17 00:37:37.997715
147,501,VT2 Hecka,,9,Vortkamp,17,----LAP 17,13:48.642,10:19.031,3,BMW 330i*,2026-05-17 00:37:37.997715
148,808,SP 3T,,7,Geon,17,2:42:29.877,16:54.324,10:03.234,2,Cupra TCR DSG,2026-05-17 00:37:37.997715
149,108,BMW 325i,,4,Grilli,16,----LAP 16,17:57.423,10:40.183,4,BMW 325i (e90)*,2026-05-17 00:37:37.997715
150,277,SP 3,,1,Harris,16,,27:12.894,10:17.533,5,BMW 318ti (E36)*,2026-05-17 00:37:37.997715
151,16,SP 9,PRO,38,Sims,16,,20:15.798,8:13.543,3,Audi R8 LMS GT3 evo II,2026-05-17 00:37:37.997715
152,47,SP 9,PRO,39,Krohn,15,----LAP 15,9:34.941,8:13.404,2,Mercedes-AMG GT3,2026-05-17 00:37:37.997715
153,189,SP 10,AM,13,Kroll,15,23:04.326,13:14.547,9:02.852,2,BMW M4 GT4 EVO (G82),2026-05-17 00:37:37.997715
154,45,SP 9,PRO,40,Vermeulen,14,----LAP 14,12:21.623,8:12.515,2,Ferrari 296 GT3 Evo26,2026-05-17 00:37:37.997715
155,75,AT1,PROAM,2,Fugel,11,----LAP 11,8:31.376,8:20.316,1,Audi R8 LMS GT3 evo II,2026-05-17 00:37:37.997715
156,195,BMW M240i,,11,Hoenjet,10,----LAP 10,10:18.132,9:31.981,1,BMW M240i Racing Cup*,2026-05-17 00:37:37.997715
157,110,SP 2T,,3,Sasaki,7,----LAP 7,12:50.416,11:05.842,2,Toyota GR Yaris,2026-05-17 00:37:37.997715
158,410,V6,,5,Croci,6,----LAP 6,10:08.339,10:20.292,1,Porsche Cayman GTS*,2026-05-17 00:37:37.997715
159,35,SP 9,PROAM,41,Fernandez Laser,4,----LAP 4,10:19.256,8:29.335,1,Aston Martin Vantage AMR GT3 EVO,2026-05-17 00:37:37.997715
NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,2026-05-17 00:37:37.997715
1,3,SP 9,PRO,1,Auer,38,----LAP 38,9:46.909,8:13.690,5,Mercedes-AMG GT3,2026-05-17 00:38:08.163544
2,80,SP 9,PRO,2,Schiller,38,01.256,9:46.499,8:14.337,5,Mercedes-AMG GT3,2026-05-17 00:38:08.163544
3,34,SP 9,PRO,3,Drudi,38,2:30.542,9:54.983,8:17.432,5,Aston Martin Vantage AMR GT3 EVO,2026-05-17 00:38:08.163544
4,99,SP 9,PRO,4,Harper,38,2:42.383,9:36.895,8:18.953,5,BMW M4 GT3 EVO,2026-05-17 00:38:08.163544
5,81,SP-X,PRO,1,de Phillippi,38,2:56.152,10:22.802,8:17.045,5,BMW M3 Touring 24h,2026-05-17 00:38:08.163544
6,44,SP 9,PRO,5,Bachler,38,3:07.563,10:06.254,8:17.284,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
7,24,SP 9,PRO,6,Vanthoor,37,----LAP 37,10:17.071,8:18.141,4,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
8,1,SP 9,PRO,7,Farfus,37,2:13.571,10:01.248,8:16.257,5,BMW M4 GT3 EVO,2026-05-17 00:38:08.163544
9,54,SP 9,PRO,8,Christensen,37,2:17.910,10:10.236,8:21.411,4,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
10,67,SP 9,PRO,9,Vervisch,37,2:24.442,12:56.190,8:16.169,5,Ford Mustang GT3 EVO (2026),2026-05-17 00:38:08.163544
11,65,SP 9,PROAM,10,Caresani,37,2:56.722,9:56.987,8:15.271,5,Ford Mustang GT3 EVO (2026),2026-05-17 00:38:08.163544
12,86,SP 9,PROAM,11,King,37,3:36.131,9:40.795,8:24.189,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
13,26,SP 9,PRO,12,Böckmann,37,3:38.370,9:56.205,8:14.685,5,Mercedes-AMG GT3,2026-05-17 00:38:08.163544
14,84,SP 9,PRO,13,Bortolotti,37,3:51.542,9:52.288,8:11.149,5,Lamborghini Huracan GT3 EVO2,2026-05-17 00:38:08.163544
15,77,SP 9,PRO,14,Frijns,37,4:48.437,10:24.817,8:14.452,5,BMW M4 GT3 EVO,2026-05-17 00:38:08.163544
16,48,SP 9,PROAM,15,Müller,37,4:57.433,10:17.979,8:17.605,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
17,11,SP 9,PROAM,16,Härtling,37,5:34.897,10:15.253,8:19.388,5,Mercedes-AMG GT3,2026-05-17 00:38:08.163544
18,55,SP 9,PRO,17,Sturm,37,6:04.112,10:06.096,8:27.508,6,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
19,18,SP 9,PROAM,18,Kolb,37,6:49.328,9:52.824,8:24.640,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
20,17,SP 9,PRO,19,Menzel,37,7:00.368,9:36.782,8:18.394,6,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
21,69,SP 9,PRO,20,Dörr,37,8:07.562,10:03.009,8:18.493,5,McLaren 720S-GT3,2026-05-17 00:38:08.163544
22,123,SP 9,PROAM,21,Brundle,37,9:22.197,9:55.584,8:25.985,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
23,7,SP 9,PRO,22,Paul,37,9:25.612,9:50.406,8:14.446,5,Lamborghini Huracan GT3 EVO2,2026-05-17 00:38:08.163544
24,5,SP 9,AM,23,Kiefer,37,9:58.182,10:14.902,8:18.760,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
25,4,SP 9,PROAM,24,Fontana,37,10:18.763,10:03.121,8:22.099,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
26,30,SP 9,PROAM,25,Seefried,36,----LAP 36,10:10.548,8:24.267,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:38:08.163544
27,39,SP 9,PROAM,26,Hantke,36,1:19.673,10:33.894,8:28.420,5,Aston Martin Vantage AMR GT3 EVO,2026-05-17 00:38:08.163544
28,32,SP 9,PROAM,27,Nakayama,36,2:23.188,12:49.674,8:31.507,5,Mercedes-AMG GT3,2026-05-17 00:38:08.163544
29,66,SP-X,PROAM,2,Hörr,36,5:19.610,10:54.172,8:31.491,5,KTM X-Bow GTX,2026-05-17 00:38:08.163544
30,130,SP 9,PRO,28,Yelloly,36,5:19.715,23:54.448,8:14.351,5,Lamborghini Huracan GT3 EVO2,2026-05-17 00:38:08.163544
31,900,Cup 2,PRO,1,Meijer,36,6:27.450,10:25.087,8:31.415,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
32,902,Cup 2,PRO,2,Rennhofer,36,7:04.893,10:16.282,8:31.047,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
33,918,Cup 2,PRO,3,Scheerbarth,36,9:19.060,10:38.620,8:32.495,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
34,71,SP 9,PROAM,29,Kaffer,35,----LAP 35,12:08.440,8:27.786,5,Audi R8 LMS GT3 evo II,2026-05-17 00:38:08.163544
35,19,AT1,PROAM,1,Coronel,35,3:36.957,10:11.285,8:26.868,5,Audi R8 LMS GT3 evo II,2026-05-17 00:38:08.163544
36,61,SP-X,PRO,3,Arnold,35,6:16.297,10:47.814,8:49.118,5,HWA EVO.R,2026-05-17 00:38:08.163544
37,992,SP-PRO,PROAM,1,Griesemann,35,7:08.729,13:55.477,8:36.238,5,Porsche 911 GT3 CUP MR,2026-05-17 00:38:08.163544
38,8,SP 9,AM,30,Veremenko,35,7:17.398,10:15.222,8:31.131,5,Audi R8 LMS GT3 evo II,2026-05-17 00:38:08.163544
39,62,SP-X,PRO,4,Adelson,35,8:34.166,11:59.157,8:44.071,4,HWA EVO.R,2026-05-17 00:38:08.163544
40,925,Cup 2,PRO,4,Miller,35,9:40.104,10:27.198,8:50.061,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
41,33,SP 9,PROAM,31,Di Martino,35,3:06.759,15:55.817,8:33.316,6,Audi R8 LMS GT3 evo II,2026-05-17 00:38:08.163544
42,88,SP 4T,,1,Kubo,35,8:54.083,11:48.582,8:58.132,4,Subaru WRX,2026-05-17 00:38:08.163544
43,909,Cup 2,AM,5,Messenger,35,10:06.881,12:26.851,8:38.719,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
44,904,Cup 2,AM,6,Kranz,34,----LAP 34,11:50.541,8:34.272,5,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
45,63,SP-X,PRO,5,Holstad,34,19.587,11:28.262,8:50.353,5,HWA EVO.R,2026-05-17 00:38:08.163544
46,632,AT2,,1,Charoudin,34,10.967,10:58.906,8:33.391,5,Porsche 911 GT3 Cup (992.1),2026-05-17 00:38:08.163544
47,777,Cup 2,AM,7,Jönsson,34,20.660,11:56.590,8:37.406,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
48,962,Cup 3,PRO,1,Wiedmann,34,54.094,11:02.774,9:00.773,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
49,908,Cup 2,AM,8,Mühlenz,34,1:38.102,14:27.960,8:48.446,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
50,919,Cup 2,PRO,9,Chrzanowski,34,1:55.701,10:19.602,8:34.385,5,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
51,176,SP 10,PROAM,1,de Oliveira,34,2:02.562,14:35.624,9:00.405,4,Mercedes-AMG GT4,2026-05-17 00:38:08.163544
52,888,SP 10,PROAM,2,Wiskirchen,34,2:03.259,15:08.293,8:54.980,4,BMW M4 GT4 EVO (G82),2026-05-17 00:38:08.163544
53,187,SP 10,PROAM,3,Link,34,2:43.113,14:10.688,8:57.978,5,BMW M4 GT4 (G82),2026-05-17 00:38:08.163544
54,180,SP 10,AM,4,Ogburn,34,4:53.922,11:11.857,8:56.749,5,BMW M4 GT4 EVO (G82),2026-05-17 00:38:08.163544
55,971,Cup 3,PRO,2,Braun,34,5:09.612,12:09.207,9:00.846,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
56,145,SP 10,PROAM,5,Bleekemolen,34,5:38.068,11:10.870,8:57.361,5,BMW M4 GT4 EVO (G82),2026-05-17 00:38:08.163544
57,36,SP 9,AM,32,Scherer,34,6:44.232,11:57.971,9:05.727,5,BMW E89 Z4 (EVO 2013),2026-05-17 00:38:08.163544
58,177,SP 10,PROAM,6,Nicolae,34,7:03.786,10:54.145,9:00.667,4,BMW M4 GT4 EVO (G82),2026-05-17 00:38:08.163544
59,91,SP 7,,1,Ertl,34,8:15.624,11:49.779,8:49.797,5,Porsche 911 GT3 Cup (991),2026-05-17 00:38:08.163544
60,90,SP 10,PROAM,7,Sagrera,34,6:32.773,10:51.396,8:59.380,5,Toyota GR Supra GT4 EVO2,2026-05-17 00:38:08.163544
61,961,Cup 3,PRO,3,Lu,33,----LAP 33,11:27.088,9:08.057,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
62,949,Cup 3,AM,4,Wenisch,33,34.207,11:51.720,9:12.020,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
63,966,Cup 3,PRO,5,Oehme,33,40.847,13:02.320,9:17.003,6,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
64,776,TCR,,1,Gabbiani,33,3:13.700,15:24.742,9:20.188,6,Audi RS3 LMS SEQ,2026-05-17 00:38:08.163544
65,939,Cup 3,AM,6,Schwenk,33,4:24.151,13:55.264,9:15.697,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
66,171,SP 10,AM,8,Ullström,33,4:26.833,15:20.512,9:23.892,5,Porsche 718 Cayman GT4 RS CS,2026-05-17 00:38:08.163544
67,952,Cup 3,PRO,7,Kraus,33,6:31.207,11:46.208,9:27.223,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
68,982,Cup 3,AM,8,Duffner,33,6:48.318,11:50.968,9:22.333,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
69,945,Cup 3,AM,9,Okumura,33,8:01.516,12:19.504,9:41.427,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
70,13,Cup 2,AM,10,Ecke,33,9:41.117,14:38.366,9:17.807,4,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
71,95,Cup 2,PRO,11,Rettenbacher,33,9:50.259,10:20.139,8:38.526,7,Porsche 911 GT3 Cup (992),2026-05-17 00:38:08.163544
72,999,Cup 3,PRO,10,Riemer,32,----LAP 32,11:22.012,9:07.084,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
73,164,SP 10,PROAM,9,Brodmerkel,32,40.266,15:37.230,8:59.910,5,Porsche 718 Cayman GT4 RS CS,2026-05-17 00:38:08.163544
74,175,SP 10,AM,10,Vazquez,32,2:46.048,14:27.292,9:09.674,5,Mercedes-AMG GT4,2026-05-17 00:38:08.163544
75,967,Cup 3,PRO,11,Rich,32,3:53.021,12:27.187,9:23.859,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
76,169,SP 10,AM,11,Sander,32,5:26.779,11:22.768,9:17.197,4,Aston Martin Vantage AMR GT4,2026-05-17 00:38:08.163544
77,969,Cup 3,AM,12,Stewart,32,7:31.693,14:42.301,9:27.071,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
78,317,SP 3T,,1,Haugg,32,7:33.336,11:33.965,9:34.061,5,Audi TTs,2026-05-17 00:38:08.163544
79,37,SP 9,AM,33,Wahl,32,8:07.286,10:58.050,8:37.093,6,Aston Martin Vantage AMR GT3,2026-05-17 00:38:08.163544
80,978,Cup 3,AM,13,Lamsouguer,32,8:40.845,11:59.053,9:33.831,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
81,977,Cup 3,AM,14,Zimmermann,32,11:12.713,11:51.011,9:48.521,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:38:08.163544
82,50,SP 4T,,2,Hammel,32,,12:43.149,8:57.956,5,VW Golf GTI Clubsport 24h,2026-05-17 00:38:08.163544
83,898,BMW,,1,Dacher,31,----LAP 31,13:51.961,9:44.883,4,BMW M2 Racing (G87)*,2026-05-17 00:38:08.163544
84,396,V6,,1,Büllesbach,31,18.567,13:56.021,9:38.681,5,Porsche Cayman S*,2026-05-17 00:38:08.163544
